Student_id,Age_at_year_4,Year_1_Classes,Year_2_Classes,Year_3_Classes,Year_4_Classes,Year_1_Grades,Year_2_Grades,Year_3_Grades,Year_4_Grades,Year_1_Absences,Year_2_Absences,Year_3_Absences,Year_4_Absences,Year_1_Late_HW,Year_2_Late_HW,Year_3_Late_HW,Year_4_Late_HW,Year_1_Participation,Year_2_Participation,Year_3_Participation,Year_4_Participation
43,17,"Algebra 1, English 1, Biology, World History, Theater, Basketball, Math For Financial Literacy","Geometry, English 2, Physical Science, US History, Weight Lifting, Personal Fitness, Math For College Readiness","English 3, Chemistry, Economics, Team Sports, Film, Volleyball","Technical Writing, English 4, Individual Sports, Government, Environmental Science, Creative Writing, Chorus","74.2, 61.9, 63.6, 74.0, 86.2, 80.8, 84.8","90.5, 85.0, 97.2, 91.1, 73.6, 97.5, 99.9","70.8, 93.7, 77.4, 89.2, 68.8, 70.1, 80.2","81.3, 86.8, 92.2, 65.0, 89.6, 89.6, 93.5",0,5,4,5,6,0,1,6,6,6,9,9
44,20,"Algebra 1, English 1, Forensic Science, World History, Band, Volleyball, Math For Financial Literacy","Geometry, English 2, Biology, US History, Individual Sports, Personal Fitness, Spanish","Algebra 2, English 3, Environmental Science, Economics, Technical Writing, Basketball, Chorus","Anatomy And Physiology, English 4, Physical Science, Government, Creative Writing, French, Math For College Readiness","88.4, 90.0, 71.6, 69.2, 85.5, 63.6, 99.0","67.2, 65.8, 98.1, 67.4, 77.0, 87.3, 93.8","90.3, 97.7, 84.6, 89.3, 94.4, 87.5, 83.0","78.2, 85.1, 63.6, 63.7, 79.7, 79.2, 90.5",6,7,9,7,8,1,0,0,7,9,10,6
45,20,"Algebra 1, English 1, Chemistry, World History, Band, Volleyball, Math For Financial Literacy","Geometry, English 2, Physical Science, US History, Basketball, Personal Fitness, French","Algebra 2, English 3, Environmental Science, Economics, Chorus, Creative Writing, Anatomy And Physiology","Technical Writing, English 4, Team Sports, Government, Weight Lifting, Biology, Individual Sports","97.7, 83.6, 85.0, 62.9, 82.2, 90.8, 65.6","81.3, 62.6, 81.7, 62.2, 84.6, 95.8, 81.6","98.6, 67.4, 97.0, 95.7, 89.9, 76.5, 74.6","61.4, 73.4, 90.6, 84.7, 69.7, 93.7, 82.5",2,0,3,3,0,6,10,3,7,7,6,10
46,18,"Algebra 1, English 1, Forensic Science, World History, Chorus, Team Sports, Math For Financial Literacy","Geometry, English 2, Biology, US History, Band, Personal Fitness, Environmental Science","Algebra 2, English 3, Anatomy And Physiology, Economics, Individual Sports, Anatomy And Physiology, French","Basketball, English 4, Technical Writing, Government, Film, Weight Lifting, Theater","98.3, 78.0, 86.0, 69.8, 96.7, 83.7, 67.2","70.7, 69.9, 93.8, 75.9, 68.3, 61.5, 92.4","93.0, 78.0, 78.5, 76.4, 82.3, 76.1, 90.7","82.0, 73.1, 83.9, 86.1, 62.1, 92.0, 98.1",9,4,8,4,0,1,2,7,8,9,7,10
47,20,"Algebra 1, English 1, Anatomy And Physiology, World History, Chorus, Team Sports, Math For Financial Literacy","Geometry, English 2, Biology, US History, Weight Lifting, Personal Fitness, Math For College Readiness","English 3, Chemistry, Economics, Volleyball, Spanish, Forensic Science","Basketball, English 4, Technical Writing, Government, Environmental Science, Creative Writing, Band","95.4, 95.1, 98.3, 65.1, 74.6, 62.1, 74.5","76.0, 76.5, 76.5, 85.0, 85.0, 93.2, 63.5","73.4, 69.6, 74.3, 85.0, 87.9, 70.9, 82.6","96.4, 74.6, 83.2, 76.3, 69.0, 72.4, 98.1",10,5,4,10,9,1,1,4,10,8,9,10
48,20,"Algebra 1, English 1, Environmental Science, World History, Band, Volleyball, Math For Financial Literacy","Geometry, English 2, Chemistry, US History, Weight Lifting, Personal Fitness, Basketball","Algebra 2, English 3, Biology, Economics, Technical Writing, Creative Writing, Spanish","Latin, English 4, Team Sports, Government, Chorus, Forensic Science, French","83.8, 85.0, 71.8, 76.3, 91.0, 96.9, 75.8","84.2, 90.9, 85.3, 72.7, 84.3, 63.1, 87.5","84.3, 82.0, 93.0, 64.5, 87.4, 98.1, 91.9","61.3, 90.8, 94.9, 95.3, 83.4, 95.2, 73.3",0,10,1,8,2,3,3,5,8,6,6,6
49,18,"Algebra 1, English 1, Physical Science, World History, Film, Weight Lifting, Math For Financial Literacy","Geometry, English 2, Chemistry, US History, Volleyball, Personal Fitness, Creative Writing","Algebra 2, English 3, Forensic Science, Economics, Math For College Readiness, Latin, Individual Sports","Band, English 4, Chorus, Government, Anatomy And Physiology, Biology, Technical Writing","87.1, 82.8, 100.0, 88.2, 61.7, 97.7, 79.4","74.1, 75.6, 99.2, 63.4, 99.1, 93.8, 60.8","86.7, 84.7, 93.4, 75.4, 91.7, 94.6, 87.7","67.7, 86.7, 93.6, 70.1, 71.0, 92.0, 67.4",7,9,1,1,3,10,5,8,10,9,8,8
50,19,"Algebra 1, English 1, Environmental Science, World History, Film, Weight Lifting, Math For Financial Literacy","Geometry, English 2, Anatomy And Physiology, US History, Band, Personal Fitness, Physical Science","Algebra 2, English 3, Chemistry, Economics, Forensic Science, Spanish, Technical Writing","Team Sports, English 4, Latin, Government, Individual Sports, Volleyball, Basketball","65.1, 72.4, 81.1, 82.5, 77.8, 95.9, 72.5","99.0, 83.3, 94.5, 62.2, 80.1, 62.2, 72.0","64.0, 78.7, 80.7, 84.9, 87.0, 83.9, 89.1","98.9, 84.8, 87.1, 98.8, 77.9, 84.8, 91.4",4,2,0,0,7,3,9,0,10,9,8,9
51,17,"Algebra 1, English 1, Anatomy And Physiology, World History, Theater, Basketball, Math For Financial Literacy","Geometry, English 2, Biology, US History, Latin, Personal Fitness, Chemistry","Algebra 2, English 3, Forensic Science, Economics, Chorus, Creative Writing, Forensic Science","Environmental Science, English 4, Band, Government, Volleyball, French, Technical Writing","66.2, 62.9, 61.9, 69.5, 64.7, 71.5, 89.9","93.1, 65.1, 72.8, 93.0, 67.2, 82.1, 87.7","65.6, 62.2, 99.5, 87.3, 67.8, 65.2, 93.5","63.2, 66.0, 60.6, 79.3, 64.9, 72.6, 63.7",0,4,6,9,0,10,1,5,6,10,9,10
52,17,"Algebra 1, English 1, Forensic Science, World History, Film, Weight Lifting, Math For Financial Literacy","Geometry, English 2, Chemistry, US History, Latin, Personal Fitness, Creative Writing","Algebra 2, English 3, Anatomy And Physiology, Economics, French, Physical Science, Biology","Technical Writing, English 4, Basketball, Government, Individual Sports, Band, Chorus","86.9, 76.8, 62.4, 84.5, 69.3, 90.4, 74.2","68.9, 77.5, 64.5, 64.7, 60.4, 74.6, 79.7","78.3, 97.7, 67.8, 98.1, 91.6, 83.5, 67.6","93.8, 62.6, 99.1, 89.4, 82.8, 95.7, 98.2",6,9,2,2,6,8,0,5,10,7,9,9
53,17,"Algebra 1, English 1, Forensic Science, World History, Band, Volleyball, Math For Financial Literacy","Geometry, English 2, Anatomy And Physiology, US History, Chorus, Personal Fitness, Theater","Algebra 2, English 3, Biology, Economics, Individual Sports, Physical Science, Team Sports","Chemistry, English 4, Film, Government, Basketball, French, Math For College Readiness","85.3, 60.4, 64.4, 67.4, 61.9, 90.2, 94.0","69.6, 77.0, 65.1, 89.8, 84.7, 79.9, 98.1","70.5, 78.3, 90.5, 82.2, 80.8, 80.9, 76.0","65.9, 75.3, 66.1, 84.7, 71.6, 60.6, 77.5",5,2,5,7,6,3,2,0,10,10,7,9
54,17,"Algebra 1, English 1, Physical Science, World History, Theater, Basketball, Math For Financial Literacy","Geometry, English 2, Forensic Science, US History, Latin, Personal Fitness, Chemistry","Algebra 2, English 3, Anatomy And Physiology, Economics, Team Sports, Biology, Chorus","Film, English 4, Individual Sports, Government, Math For College Readiness, Creative Writing, French","97.2, 92.3, 63.0, 91.1, 75.3, 91.2, 89.3","77.4, 80.3, 61.8, 61.0, 62.8, 99.7, 94.1","86.5, 62.9, 64.8, 70.3, 94.8, 62.8, 70.0","82.3, 63.1, 84.2, 66.1, 73.1, 95.8, 81.0",9,2,7,1,2,6,10,10,9,9,10,8
55,18,"Algebra 1, English 1, Biology, World History, Film, Weight Lifting, Math For Financial Literacy","Geometry, English 2, Environmental Science, US History, Chorus, Personal Fitness, Anatomy And Physiology","Algebra 2, English 3, Forensic Science, Economics, Creative Writing, Team Sports, Basketball","Math For College Readiness, English 4, French, Government, Band, Physical Science, Individual Sports","74.4, 65.1, 96.2, 89.7, 79.4, 92.1, 98.7","85.4, 84.8, 70.0, 72.1, 75.0, 70.8, 96.5","95.0, 70.1, 80.2, 71.5, 80.3, 87.3, 83.1","79.7, 78.5, 94.7, 75.9, 61.1, 72.9, 73.1",6,8,9,7,8,0,6,9,7,9,10,9
56,20,"Algebra 1, English 1, Environmental Science, World History, Band, Volleyball, Math For Financial Literacy","Geometry, English 2, Physical Science, US History, Film, Personal Fitness, Individual Sports","Algebra 2, English 3, Forensic Science, Economics, Math For College Readiness, Forensic Science, Latin","Biology, English 4, Theater, Government, Chorus, Chemistry, Anatomy And Physiology","85.1, 93.5, 78.1, 93.2, 73.7, 71.8, 90.1","65.9, 94.1, 92.0, 83.0, 69.1, 84.4, 81.3","93.7, 88.2, 93.1, 75.4, 89.4, 95.2, 97.5","96.6, 62.6, 84.1, 72.3, 64.3, 88.9, 69.9",7,9,6,0,10,9,1,9,8,6,9,6
57,20,"Algebra 1, English 1, Biology, World History, Band, Volleyball, Math For Financial Literacy","Geometry, English 2, Physical Science, US History, Film, Personal Fitness, Weight Lifting","Algebra 2, English 3, Chemistry, Economics, Anatomy And Physiology, Latin, Chemistry","Creative Writing, English 4, Environmental Science, Government, Basketball, Spanish, Chorus","63.0, 95.4, 81.0, 62.3, 93.3, 99.5, 95.3","88.8, 71.6, 65.9, 77.5, 95.0, 73.5, 66.1","84.9, 71.3, 64.0, 70.1, 73.5, 76.0, 69.0","92.6, 94.0, 72.1, 68.2, 85.8, 76.8, 69.8",7,1,8,4,1,9,0,6,7,9,7,8
58,19,"Algebra 1, English 1, Environmental Science, World History, Film, Weight Lifting, Math For Financial Literacy","Geometry, English 2, Chemistry, US History, Basketball, Personal Fitness, Individual Sports","Algebra 2, English 3, Anatomy And Physiology, Economics, Biology, Creative Writing, Latin","French, English 4, Chorus, Government, Band, Physical Science, Team Sports","88.3, 98.6, 61.1, 82.9, 70.7, 88.6, 82.1","71.2, 96.7, 67.3, 74.7, 68.1, 67.8, 63.3","87.6, 79.7, 90.8, 72.9, 84.1, 97.0, 88.1","80.3, 74.8, 94.2, 83.5, 85.7, 70.7, 90.3",9,6,10,9,4,10,3,5,7,8,6,7
59,18,"Algebra 1, English 1, Forensic Science, World History, Theater, Basketball, Math For Financial Literacy","Geometry, English 2, Environmental Science, US History, Spanish, Personal Fitness, Team Sports","Algebra 2, English 3, Chemistry, Economics, Creative Writing, Volleyball, Biology","Chorus, English 4, Band, Government, Film, Individual Sports, Anatomy And Physiology","61.9, 80.0, 75.6, 92.4, 61.6, 64.4, 68.1","66.9, 82.6, 83.1, 65.1, 76.4, 95.5, 78.8","67.3, 82.2, 63.6, 67.0, 83.0, 97.0, 80.4","66.9, 98.4, 81.5, 85.5, 85.8, 77.6, 61.6",9,3,3,4,3,10,0,2,10,8,8,6
60,19,"Algebra 1, English 1, Forensic Science, World History, Chorus, Team Sports, Math For Financial Literacy","Geometry, English 2, Environmental Science, US History, Theater, Personal Fitness, Chemistry","Algebra 2, English 3, Anatomy And Physiology, Economics, Biology, Volleyball, Spanish","Film, English 4, Individual Sports, Government, Physical Science, Weight Lifting, Basketball","96.5, 91.0, 90.3, 68.6, 61.9, 87.3, 96.7","84.3, 98.5, 89.9, 80.9, 82.3, 75.0, 87.9","71.5, 97.7, 68.8, 78.3, 70.7, 89.1, 91.7","61.9, 64.6, 85.2, 75.5, 96.8, 82.3, 62.9",2,8,3,8,0,6,4,7,9,7,10,9
61,18,"Algebra 1, English 1, Biology, World History, Film, Weight Lifting, Math For Financial Literacy","Geometry, English 2, Physical Science, US History, French, Personal Fitness, Technical Writing","Algebra 2, English 3, Chemistry, Economics, Team Sports, Creative Writing, Environmental Science","Spanish, English 4, Forensic Science, Government, Band, Latin, Math For College Readiness","77.3, 76.6, 63.8, 91.0, 91.8, 73.1, 96.2","87.2, 67.9, 76.2, 92.3, 63.3, 65.2, 84.6","79.7, 83.4, 99.9, 72.1, 66.6, 96.1, 90.2","63.0, 68.4, 95.1, 90.1, 82.6, 82.6, 93.9",10,5,8,2,3,4,3,3,9,10,7,10
62,17,"Algebra 1, English 1, Forensic Science, World History, Chorus, Team Sports, Math For Financial Literacy","Geometry, English 2, Physical Science, US History, Spanish, Personal Fitness, Math For College Readiness","English 3, Environmental Science, Economics, Weight Lifting, Latin, Technical Writing","Individual Sports, English 4, Creative Writing, Government, French, Chemistry, Anatomy And Physiology","60.5, 98.8, 65.0, 75.7, 74.6, 61.4, 89.5","62.8, 60.6, 68.2, 86.3, 99.1, 63.3, 95.9","72.5, 71.4, 84.0, 63.6, 67.8, 79.9, 94.2","99.7, 82.0, 87.0, 87.9, 62.0, 89.0, 64.4",5,2,8,0,4,1,9,2,6,8,9,6
63,20,"Algebra 1, English 1, Physical Science, World History, Chorus, Team Sports, Math For Financial Literacy","Geometry, English 2, Chemistry, US History, Band, Personal Fitness, Forensic Science","Algebra 2, English 3, Anatomy And Physiology, Economics, Creative Writing, Environmental Science, French","Basketball, English 4, Technical Writing, Government, Latin, Weight Lifting, Spanish","84.1, 72.7, 91.9, 79.3, 67.7, 87.8, 72.9","87.8, 89.2, 85.3, 97.1, 97.8, 83.1, 60.6","81.4, 86.0, 77.7, 85.8, 61.8, 76.5, 85.9","92.4, 71.5, 80.9, 98.3, 67.0, 60.4, 91.4",8,1,8,1,9,5,3,4,9,6,10,6
64,17,"Algebra 1, English 1, Biology, World History, Film, Weight Lifting, Math For Financial Literacy","Geometry, English 2, Chemistry, US History, Theater, Personal Fitness, Latin","Algebra 2, English 3, Forensic Science, Economics, Environmental Science, Technical Writing, Volleyball","French, English 4, Physical Science, Government, Basketball, Individual Sports, Spanish","84.2, 61.7, 91.8, 96.1, 82.0, 84.2, 86.2","71.1, 69.9, 93.1, 98.4, 84.0, 85.0, 62.2","75.5, 80.7, 92.1, 73.1, 82.7, 63.6, 94.7","74.4, 92.3, 61.7, 77.9, 60.7, 77.6, 76.7",2,7,9,5,7,6,0,0,9,10,6,6
65,18,"Algebra 1, English 1, Physical Science, World History, Band, Volleyball, Math For Financial Literacy","Geometry, English 2, Anatomy And Physiology, US History, Basketball, Personal Fitness, Technical Writing","Algebra 2, English 3, Chemistry, Economics, Spanish, Team Sports, Film","Forensic Science, English 4, Creative Writing, Government, Biology, Weight Lifting, Latin","65.8, 75.5, 66.4, 66.9, 60.4, 81.2, 74.5","62.2, 94.5, 79.0, 77.1, 78.6, 88.6, 98.6","73.1, 78.7, 75.2, 99.0, 72.6, 86.9, 91.8","74.5, 85.0, 90.9, 60.1, 67.4, 87.8, 72.4",1,5,8,0,1,7,9,0,7,9,10,7
66,17,"Algebra 1, English 1, Anatomy And Physiology, World History, Theater, Basketball, Math For Financial Literacy","Geometry, English 2, Biology, US History, French, Personal Fitness, Math For College Readiness","English 3, Forensic Science, Economics, Chemistry, Latin, Physical Science","Team Sports, English 4, Spanish, Government, Chorus, Weight Lifting, Environmental Science","91.7, 87.9, 77.0, 69.1, 94.7, 75.5, 77.8","70.8, 66.0, 93.1, 73.9, 91.2, 99.0, 79.5","61.1, 74.3, 83.9, 75.9, 77.5, 71.7, 91.2","96.6, 92.0, 88.5, 92.5, 71.8, 65.4, 84.3",6,2,9,3,6,0,2,2,6,7,9,8
67,17,"Algebra 1, English 1, Environmental Science, World History, Film, Weight Lifting, Math For Financial Literacy","Geometry, English 2, Anatomy And Physiology, US History, Theater, Personal Fitness, Band","Algebra 2, English 3, Biology, Economics, Volleyball, Math For College Readiness, Individual Sports","Creative Writing, English 4, Chorus, Government, Chemistry, Forensic Science, Physical Science","96.4, 76.3, 96.0, 64.6, 80.9, 72.6, 87.8","63.3, 81.8, 95.3, 65.9, 79.1, 61.9, 84.7","68.6, 77.2, 60.4, 67.7, 72.3, 99.2, 75.7","69.0, 73.8, 72.4, 94.9, 73.5, 61.0, 85.3",9,5,5,0,8,0,0,4,7,6,9,10
68,19,"Algebra 1, English 1, Anatomy And Physiology, World History, Band, Volleyball, Math For Financial Literacy","Geometry, English 2, Physical Science, US History, Chorus, Personal Fitness, Chemistry","Algebra 2, English 3, Biology, Economics, Latin, Basketball, Individual Sports","Theater, English 4, Environmental Science, Government, French, Technical Writing, Creative Writing","75.1, 61.9, 89.6, 61.6, 90.7, 69.5, 96.9","65.9, 69.1, 74.1, 70.0, 73.9, 94.0, 66.8","74.7, 64.1, 85.0, 60.7, 78.4, 77.5, 85.6","62.8, 84.6, 63.1, 74.7, 92.7, 86.4, 75.8",9,10,5,9,3,6,2,1,7,10,6,10
69,18,"Algebra 1, English 1, Environmental Science, World History, Band, Volleyball, Math For Financial Literacy","Geometry, English 2, Anatomy And Physiology, US History, French, Personal Fitness, Film","Algebra 2, English 3, Physical Science, Economics, Math For College Readiness, Basketball, Biology","Theater, English 4, Technical Writing, Government, Weight Lifting, Spanish, Chemistry","63.3, 63.7, 71.6, 85.0, 86.3, 81.1, 61.2","63.2, 83.8, 98.5, 69.3, 96.5, 94.8, 82.6","60.5, 74.4, 75.7, 84.7, 80.9, 93.9, 82.0","90.3, 81.6, 86.5, 72.8, 96.9, 89.4, 84.2",5,5,1,0,5,3,5,7,8,8,6,8
70,17,"Algebra 1, English 1, Physical Science, World History, Chorus, Team Sports, Math For Financial Literacy","Geometry, English 2, Biology, US History, Spanish, Personal Fitness, Forensic Science","Algebra 2, English 3, Environmental Science, Economics, Volleyball, Theater, Chemistry","Creative Writing, English 4, Band, Government, Basketball, Weight Lifting, French","75.3, 67.4, 84.0, 70.7, 76.8, 62.1, 70.8","67.3, 82.8, 90.0, 85.1, 92.1, 64.4, 84.2","93.0, 66.5, 76.2, 62.3, 64.8, 65.0, 63.3","81.1, 95.6, 83.0, 76.6, 77.6, 87.7, 77.5",10,4,1,8,4,5,3,1,8,9,7,9
71,19,"Algebra 1, English 1, Environmental Science, World History, Chorus, Team Sports, Math For Financial Literacy","Geometry, English 2, Anatomy And Physiology, US History, Film, Personal Fitness, Band","Algebra 2, English 3, Forensic Science, Economics, Technical Writing, Latin, Creative Writing","Weight Lifting, English 4, Math For College Readiness, Government, Volleyball, Physical Science, Spanish","93.9, 81.0, 98.7, 82.9, 63.3, 94.1, 96.1","64.9, 78.8, 98.1, 93.9, 95.4, 68.3, 83.9","74.3, 82.5, 82.8, 60.4, 94.5, 71.3, 80.8","74.8, 84.3, 67.9, 76.4, 92.5, 78.6, 73.7",8,5,0,10,10,4,5,5,7,8,6,7
72,19,"Algebra 1, English 1, Chemistry, World History, Film, Weight Lifting, Math For Financial Literacy","Geometry, English 2, Biology, US History, Team Sports, Personal Fitness, Latin","Algebra 2, English 3, Environmental Science, Economics, Chorus, Basketball, Anatomy And Physiology","Band, English 4, Volleyball, Government, Creative Writing, French, Forensic Science","96.0, 83.5, 86.2, 90.9, 97.1, 68.1, 89.5","85.0, 76.5, 81.2, 63.5, 75.2, 88.2, 65.4","70.1, 83.3, 72.3, 72.1, 76.6, 71.5, 70.7","81.0, 65.1, 72.2, 62.5, 96.6, 67.0, 70.1",1,8,0,6,9,9,8,0,7,10,9,9
73,18,"Algebra 1, English 1, Environmental Science, World History, Chorus, Team Sports, Math For Financial Literacy","Geometry, English 2, Chemistry, US History, French, Personal Fitness, Individual Sports","Algebra 2, English 3, Physical Science, Economics, Technical Writing, Biology, Weight Lifting","Volleyball, English 4, Math For College Readiness, Government, Film, Creative Writing, Anatomy And Physiology","86.2, 72.2, 83.0, 81.8, 99.2, 69.9, 92.5","91.1, 78.6, 83.4, 83.5, 90.6, 70.0, 79.6","89.0, 65.2, 65.5, 60.4, 85.3, 91.9, 80.9","88.7, 65.4, 98.8, 79.6, 76.5, 62.0, 93.7",9,4,7,1,1,8,3,8,6,6,10,10
74,19,"Algebra 1, English 1, Anatomy And Physiology, World History, Band, Volleyball, Math For Financial Literacy","Geometry, English 2, Chemistry, US History, Spanish, Personal Fitness, French","Algebra 2, English 3, Forensic Science, Economics, Math For College Readiness, Creative Writing, Chorus","Physical Science, English 4, Theater, Government, Film, Environmental Science, Biology","73.6, 68.4, 85.4, 79.3, 66.5, 77.3, 83.4","76.6, 62.0, 61.7, 76.5, 74.3, 76.7, 89.1","75.7, 63.7, 68.1, 92.0, 68.7, 94.1, 71.8","92.3, 63.6, 95.9, 69.5, 89.2, 80.3, 77.6",2,4,4,7,2,10,9,6,7,8,6,7
75,18,"Algebra 1, English 1, Biology, World History, Theater, Basketball, Math For Financial Literacy","Geometry, English 2, Environmental Science, US History, French, Personal Fitness, Volleyball","Algebra 2, English 3, Forensic Science, Economics, Forensic Science, Technical Writing, Chemistry","Latin, English 4, Math For College Readiness, Government, Band, Film, Physical Science","62.3, 76.4, 97.0, 93.5, 75.8, 74.1, 94.5","74.8, 90.7, 77.5, 90.4, 83.9, 81.9, 74.7","87.2, 98.0, 81.4, 91.3, 76.3, 64.3, 74.5","93.8, 99.9, 75.6, 71.1, 90.1, 80.1, 67.9",5,1,1,10,4,9,8,5,8,8,10,6
76,18,"Algebra 1, English 1, Chemistry, World History, Theater, Basketball, Math For Financial Literacy","Geometry, English 2, Environmental Science, US History, Spanish, Personal Fitness, Band","Algebra 2, English 3, Physical Science, Economics, Volleyball, Individual Sports, Biology","Weight Lifting, English 4, Film, Government, Chorus, Team Sports, Anatomy And Physiology","86.9, 83.5, 70.8, 81.5, 62.0, 66.4, 98.6","73.9, 69.5, 78.4, 80.8, 99.5, 69.0, 68.8","66.3, 92.5, 81.8, 67.0, 78.2, 71.2, 97.9","76.9, 65.0, 93.9, 62.2, 77.9, 78.4, 80.8",6,1,5,3,3,1,10,7,8,9,8,9
